college,cases,LAT,LON
Eastern Oregon University,14,45.319795,-118.092495
George Fox University,5,45.303629,-122.967494
Lane Community College,13,44.009325,-123.032644
Lewis & Clark College,3,45.450882,-122.669137
Linfield University,7,45.201173,-123.199642
Linfield University-School of Nursing,1,45.531476,-122.697773
Oregon Health & Science University,138,45.498772,-122.686096
Oregon Institute of Technology,8,42.257152,-121.785177
Oregon State University,121,44.56395,-123.274723
Oregon State University-Cascades,,44.042795,-121.333703
Pacific University,8,45.521394,-123.108777
Portland State University,4,45.511601,-122.686289
Reed College,12,45.480959,-122.630348
Southern Oregon University,5,42.185077,-122.695081
University of Oregon,470,44.045146,-123.075792
University of Portland,,45.572724,-122.726691
Western Oregon University,5,44.852235,-123.238309
Willamette University,10,44.935457,-123.030537
Albright College,3,40.361351,-75.909742
Allegheny College,29,41.64869,-80.147168
Alvernia University,2,40.310028,-75.936754
Arcadia University,1,40.092606,-75.163876
Bloomsburg University of Pennsylvania,366,41.00782,-76.447844
Bryn Athyn College,1,40.134393,-75.060808
Bryn Mawr College,6,40.02736,-75.313223
Bucknell University,19,40.954317,-76.882616
Cabrini University,9,40.056355,-75.375263
Cairn University,,40.165809,-74.909509
California University of Pennsylvania,7,40.064964,-79.88679
Carnegie Mellon University,61,40.44357,-79.941993
Cedar Crest College,1,40.586318,-75.519221
Chatham University,15,40.448432,-79.926083
Chestnut Hill College,0,40.08678,-75.228742
Cheyney University of Pennsylvania,0,39.932274,-75.529262
Clarion University of Pennsylvania,2,41.207805,-79.377501
Clarks Summit University,0,41.495062,-75.685472
Community College of Allegheny County,26,40.450908,-80.018453
DeSales University,6,40.539091,-75.375608
Delaware Valley University,17,40.298659,-75.158452
Dickinson College,0,40.202796,-77.197854
Drexel University,36,39.955217,-75.190051
Duquesne University,73,40.43589,-79.993123
East Stroudsburg University,7,40.99599,-75.173905
Eastern University,8,40.050448,-75.370316
Edinboro University,4,41.870717,-80.121318
Elizabethtown College,11,40.149236,-76.593224
Franklin and Marshall College,17,40.048045,-76.319037
Gannon University,74,42.128403,-80.087166
Geneva College,6,40.772518,-80.321826
Gettysburg College,99,39.836597,-77.236792
Grove City College,19,41.1558,-80.081481
Gwynedd Mercy University,,40.202804,-75.236601
Haverford College,4,40.007452,-75.305207
Holy Family University,3,40.060581,-74.986451
Immaculata University,1,40.027981,-75.570711
Indiana University of Pennsylvania,267,40.617531,-79.159332
Juniata College,11,40.500523,-78.017292
Keystone College,0,41.558969,-75.777456
King's College,10,41.250097,-75.879822
Kutztown University,342,40.513561,-75.783933
La Roche University,1,40.568615,-80.014851
La Salle University,17,40.037979,-75.153061
Lafayette College,9,40.69956,-75.209786
Lancaster Bible College,3,40.075347,-76.287761
Lebanon Valley College,0,40.330604,-76.514431
Lehigh University,212,40.606822,-75.380236
Lincoln University,,39.807723,-75.926458
Lock Haven University,88,41.141517,-77.460108
Lycoming College,6,41.24666,-77
Mansfield University of Pennsylvania,10,41.807467,-77.073901
Marywood University,13,41.434587,-75.634142
Mercyhurst University,17,42.10578,-80.053412
Messiah University,38,40.156579,-76.988269
Millersville University of Pennsylvania,69,40.000337,-76.357381
Misericordia University,24,41.345277,-75.971541
Moravian College,22,40.630947,-75.383638
Mount Aloysius College,21,40.459679,-78.600898
Muhlenberg College,3,40.596416,-75.508501999999993
Neumann University,3,39.874876,-75.440022
Penn State University,3456,40.7965,-77.862848
Penn State University Abington,4,40.11683,-75.109083
Penn State University Altoona,206,40.54092,-78.408247
Penn State University Beaver,2,40.678254,-80.296235
Penn State University Behrend,27,42.119433,-79.983773
Penn State University Berks,8,40.357987,-75.972141
Penn State University Brandywine,2,39.926381,-75.446983
Penn State University College of Medicine,19,40.264245,-76.67408
Penn State University Dickinson Law,0,40.199443,-77.197794
Penn State University DuBois,1,41.126941,-78.751784
Penn State University Fayette,3,39.947217,-79.657769
Penn State University Great Valley,0,40.052256,-75.522545
Penn State University Greater Allegheny,0,40.345582,-79.827447
Penn State University Harrisburg,18,40.203766,-76.7423
Penn State University Hazleton,2,40.983958,-76.031061
Penn State University Lehigh Valley,0,40.559208,-75.402507
Penn State University Mont Alto,0,39.842047,-77.542355
Penn State University New Kensington,3,40.551159,-79.697232
Penn State University Schuylkill,2,40.640499,-76.166326
Penn State University Scranton,12,41.440258,-75.620583
Penn State University Shenango,0,41.235053,-80.508764
Penn State University Wilkes-Barre,0,41.306003,-76.016599
Penn State University York,0,39.952327,-76.702835
Pennsylvania College of Technology,66,41.234145,-77.023665
Point Park University,20,40.438768,-80.002061
Robert Morris University,20,40.520415,-80.210468
Rosemont College,5,40.033417,-75.32925
Saint Francis University,6,40.506734,-78.63904
Saint Joseph's University,250,39.994442,-75.238343
Saint Vincent College,10,40.29265,-79.403762
Seton Hill University,34,40.309407,-79.557433
Shippensburg University of Pennsylvania,62,40.057933,-77.522335
Slippery Rock University of Pennsylvania,172,41.062719,-80.045965
Susquehanna University,8,40.797502,-76.875329
Swarthmore College,15,39.905159,-75.354278
Temple University,604,39.980546,-75.156859
Thiel College,31,41.41354,-80.384383
Thomas Jefferson University,124,39.948274,-75.158266
University of Pennsylvania,499,39.950929,-75.19391
University of Pittsburgh,358,40.444387999999996,-79.953254
University of Pittsburgh Johnstown,17,40.265957,-78.834163
University of Pittsburgh at Bradford,6,41.943415,-78.673701
University of Pittsburgh at Greensburg,4,40.276447,-79.532676
University of Scranton,512,41.406556,-75.656915
University of Valley Forge,2,40.117835,-75.5469
University of the Sciences,14,39.946412,-75.207001
Ursinus College,19,40.193023,-75.456505
Villanova University,235,40.039388,-75.345457
Washington & Jefferson College,0,40.170622,-80.24049
Waynesburg University,8,39.899871,-80.186205
West Chester University,97,39.953398,-75.59812
Westminster College,12,41.119272,-80.331017
Widener University,30,39.861689,-75.355363
Wilkes University,37,41.244199,-75.890262
Wilson College,,39.949659,-77.650712
York College of Pennsylvania,35,39.94614,-76.727984
Colegio Universitario de San Juan,,18.428528,-66.066529
Conservatory of Music of Puerto Rico,,18.454016,-66.078811
Escuela de Artes Plasticas y Diseno de Puerto Rico,,18.46778,-66.121348
University of Puerto Rico at Aguadilla,,18.498652,-67.13793
University of Puerto Rico at Arecibo,0,18.469199,-66.74114
University of Puerto Rico at Bayamon,0,18.371398,-66.143541
University of Puerto Rico at Carolina,,18.392069,-65.990165
University of Puerto Rico at Cayey,3,18.11882,-66.162066
University of Puerto Rico at Humacao,,18.146589,-65.838602
University of Puerto Rico at Mayaguez,,18.211142,-67.139172
University of Puerto Rico at Ponce,,17.993314,-66.606215
University of Puerto Rico at Rio Piedras,,18.402826,-66.050009
University of Puerto Rico at Utuado,,18.254577,-66.721667
"University of Puerto Rico, Medical Sciences",,18.396548,-66.074894
Brown University,27,41.82617,-71.40385
Bryant University,29,41.920092,-71.539547
Johnson & Wales University,47,41.819956,-71.41277
Providence College,252,41.842742,-71.437446
Rhode Island College,21,41.842415,-71.46556
Rhode Island School of Design,8,41.825935,-71.407692
Roger Williams University,38,41.650214,-71.260374
Salve Regina University,3,41.471545,-71.30124
University of Rhode Island,396,41.484691,-71.527356
Anderson University,38,34.5152,-82.640358
Benedict College,6,34.012941,-81.020403
Bob Jones University,14,34.874016,-82.365838
Charleston Southern University,23,32.983047,-80.072587
Claflin University,2,33.498444,-80.854319
Clemson University,4082,34.679381,-82.835114
Coastal Carolina University,324,33.794995,-79.011767
Coker University,12,34.37696,-80.070416
College of Charleston,432,32.784225,-79.939794
Converse College,5,34.955534,-81.917881
Erskine College,,34.332087,-82.39095
Francis Marion University,49,34.189777,-79.652854
Furman University,90,34.924676,-82.440458
Greenville Technical College,202,34.826212,-82.371178
Lander University,122,34.199892,-82.164736
Limestone College,16,35.057076,-81.649161
Medical University of South Carolina,249,32.784363,-79.947158
Newberry College,23,34.285868,-81.619777
North Greenville University,103,35.069758,-82.37026
Presbyterian College,83,34.465834,-81.87448
South Carolina State University,10,33.497968,-80.848722
Southern Wesleyan University,6,34.728068,-82.761586
The Citadel,128,32.797183,-79.958775
University of South Carolina,2562,33.996788,-81.026935
University of South Carolina Aiken,18,33.572704,-81.767612
University of South Carolina Beaufort,55,32.303308,-80.973595
University of South Carolina Upstate,67,34.996403,-81.970583
Winthrop University,37,34.941515,-81.031404
Wofford College,85,34.959411,-81.933568
Augustana University,160,43.525148,-96.736975
Black Hills State University,28,44.494889,-103.870966
Dakota State University,9,44.013014,-97.113358
Mount Marty College,21,42.874475,-97.409904
Northern State University,45,45.450829,-98.484728
Oglala Lakota College,0,43.366813,-102.240331
Sinte Gleska University,,43.298878,-100.622549
South Dakota School of Mines and Technology,41,44.075439,-103.205753
South Dakota State University,91,44.317485,-96.782139
University of Sioux Falls,31,43.531574,-96.738229
University of South Dakota,246,42.786019,-96.925283
Austin Peay State University,168,36.533319,-87.354081
Belmont University,64,36.135589,-86.794807
Bethel University,111,36.137848,-88.516762
Carson-Newman University,167,36.122934,-83.491709
Chattanooga State Community College,65,35.100202,-85.237389
Christian Brothers University,41,35.127437,-89.983241
Cleveland State Community College,45,35.200103,-84.879284
Columbia State Community College,50,35.616757,-87.101917
Cumberland University,96,36.204514,-86.298782
Dyersburg State Community College,40,36.047565,-89.390791
East Tennessee State University,272,36.301643,-82.366954
Jackson State Community College,51,35.645571,-88.780005
King University,38,36.585309,-82.159421
Lane College,,35.627378,-88.806535
LeMoyne-Owen College,,35.118641,-90.034101
Lee University,,35.166019,-84.871399
Lincoln Memorial University,87,36.578508,-83.660198
Lipscomb University,108,36.106253,-86.799791
Maryville College,,35.751505,-83.964223
Middle Tennessee State University,277,35.848005,-86.360618
Milligan University,34,36.300147,-82.29407
Motlow State Community College,33,35.365903,-86.299184
Nashville State Community College,43,36.134857,-86.857342
Northeast State Community College,56,36.484961,-82.408885
Pellissippi State Community College,25,35.948303,-84.166504
Rhodes College,7,35.154405,-89.990803
Roane State Community College,57,35.880911,-84.620051
Southern Adventist University,24,35.048254,-85.052088
Southwest Tennessee Community College,76,35.138532,-90.036723
Tennessee College of Applied Technology-Athens,9,35.442944,-84.630484
Tennessee College of Applied Technology-Covington,12,35.545225,-89.659976
Tennessee College of Applied Technology-Crossville,21,35.946609,-85.039137
Tennessee College of Applied Technology-Crump,19,35.221452,-88.319153
Tennessee College of Applied Technology-Dickson,32,36.050549,-87.366455
Tennessee College of Applied Technology-Elizabethton,3,36.366033,-82.178198
Tennessee College of Applied Technology-Harriman,11,35.966107,-84.517871
Tennessee College of Applied Technology-Hartsville,3,36.387191,-86.14366
Tennessee College of Applied Technology-Hohenwald,0,35.551687,-87.573757
Tennessee College of Applied Technology-Jacksboro,4,36.3175,-84.208918
Tennessee College of Applied Technology-Jackson,10,35.606795,-88.919805
Tennessee College of Applied Technology-Knoxville,10,35.957,-83.964151
Tennessee College of Applied Technology-Livingston,28,36.39594,-85.317248
Tennessee College of Applied Technology-McKenzie,6,36.137048,-88.492615
Tennessee College of Applied Technology-McMinnville,6,35.70137,-85.74531
Tennessee College of Applied Technology-Memphis,4,35.150262,-90.039188
Tennessee College of Applied Technology-Morristown,26,36.204643,-83.299503
Tennessee College of Applied Technology-Murfreesboro,26,35.845661,-86.41026
Tennessee College of Applied Technology-Nashville,19,36.132649,-86.856335
Tennessee College of Applied Technology-Newbern,17,36.120067,-89.257582
Tennessee College of Applied Technology-Oneida/Huntsville,5,36.408177,-84.528273
Tennessee College of Applied Technology-Paris,8,36.296408,-88.296432
Tennessee College of Applied Technology-Pulaski,6,35.191308,-87.007818
Tennessee College of Applied Technology-Ripley,16,35.779827,-89.519264
Tennessee College of Applied Technology-Shelbyville,4,35.485655,-86.421097
Tennessee College of Applied Technology-Whiteville,15,35.319574,-89.159449
Tennessee State University,41,36.166321,-86.828275
Tennessee Technological University,516,36.174754,-85.504039
The University of the South,33,35.204719,-85.920179
Trevecca Nazarene University,9,36.141324,-86.754238
Tusculum University,5,36.172435,-82.760818
Union University,62,35.676896,-88.858524
University of Memphis,308,35.118878,-89.938068
University of Tennessee Health Science Center,178,35.140231,-90.033138
University of Tennessee at Chattanooga,583,35.047519,-85.300247
University of Tennessee at Martin,324,36.340338,-88.864211
"University of Tennessee, Knoxville",1674,35.952082,-83.925852
Vanderbilt University,340,36.14659,-86.803369
Volunteer State Community College,84,36.362518,-86.497127
Walters State Community College,28,36.213179,-83.262503
Abilene Christian University,264,32.468943,-99.709797
Angelo State University,151,31.440914,-100.465051
Austin College,85,33.646345,-96.596331
Austin Community College District,17,30.322744,-97.712505
Baylor University,1150,31.546872,-97.121041
Blinn College,158,30.160457,-96.40852
Brazosport College,1,29.048604,-95.40934
Collin College McKinney,6,33.16241,-96.63894
Concordia University Texas,6,30.420232,-97.835703
Dallas Baptist University,46,32.710017,-96.947006
East Texas Baptist University,1,32.557847,-94.374488
Galveston College,3,29.284735,-94.807686
Grayson College,26,33.70574,-96.633891
Hardin-Simmons University,16,32.476434,-99.73564
Hill College,15,32.010928,-97.088332
Houston Baptist University,2,29.693819,-95.515954
Howard Payne University,,31.716467,-98.985204
Lamar University,200,30.042738,-94.072244
Laredo College,,27.506477,-99.520772
LeTourneau University,47,32.46632,-94.726394
Lubbock Christian University,25,33.575973,-101.934426
McLennan Community College,113,31.58947,-97.171228
McMurry University,37,32.429776,-99.748682
Midland College,19,32.029646,-102.106153
Midwestern State University,94,33.874809,-98.519386
Odessa College,46,31.866812,-102.383477
Prairie View A&M University,305,30.092425,-95.989475
Rice University,131,29.717897,-95.402035
Saint Edward's University,15,30.229618,-97.754998
Sam Houston State University,513,30.714738,-95.546205
Schreiner University,4,30.031458,-99.130586
South Texas College,154,26.217591,-98.253634
Southern Methodist University,710,32.843612,-96.783365
Southwestern University,30,30.634341,-97.665738
St. Mary's University,28,29.453244,-98.562778
Stephen F. Austin State University,410,31.621056,-94.64908
Sul Ross State University,100,30.363139,-103.651469
Tarleton State University,301,32.214988,-98.214866
Texas A&M International University,83,27.571172,-99.436043
Texas A&M University,1851,30.618726,-96.336475
Texas A&M University-Central Texas,12,31.053407,-97.775182
Texas A&M University-Commerce,212,33.243745,-95.908451
Texas A&M University-Corpus Christi,129,27.713723,-97.32395
Texas A&M University-Kingsville,100,27.525168,-97.882387
Texas A&M University-San Antonio,56,29.304762,-98.52417
Texas A&M University-Texarkana,27,33.490482,-94.103617
Texas Christian University,1219,32.70961,-97.364758
Texas College,1,32.37456,-95.312454
Texas Lutheran University,16,29.573261,-97.982669
Texas Southern University,26,29.721046,-95.361113
Texas State University,757,29.888885,-97.943029
Texas Tech University,2020,33.583448,-101.874783
Texas Tech University Health Sciences Center,330,33.589284,-101.891915
Texas Tech University Health Sciences Center El Paso,117,31.771891,-106.43122
Texas Wesleyan University,42,32.732962,-97.279613
Texas Woman’s University,41,33.226211,-97.127842
Trinity University,15,29.462682,-98.48186
Tyler Junior College,127,32.33601,-95.284122
University of Dallas,19,32.846221,-96.919512
University of Houston,306,29.720393,-95.343537
University of Houston-Clear Lake,50,29.582523,-95.098129
University of Houston-Downtown,16,29.7661,-95.359338
University of Houston-Victoria,31,28.816248,-96.976334
University of Mary Hardin at Baylor,136,31.066793,-97.463471
University of North Texas,373,33.211178,-97.148422
University of North Texas Health Science Center,39,32.749907,-97.369138
University of North Texas at Dallas,16,32.659588,-96.803446
University of St. Thomas,0,29.736438,-95.393102
University of Texas Health Science Center at Houston,286,29.702873,-95.403183
University of Texas Health Science Center at San Antonio,242,29.508107,-98.575655
University of Texas Health Science Center at Tyler,28,32.425963,-95.213526
University of Texas MD Anderson Cancer Center,11,29.707016,-95.396804
University of Texas Medical Branch at Galveston,52,29.310758,-94.775956
University of Texas Permian Basin,32,31.889509,-102.329634
University of Texas Rio Grande Valley,134,26.306759,-98.173567
University of Texas Southwestern Medical Center,354,32.812307,-96.841156
University of Texas at Arlington,149,32.729718,-97.11296
University of Texas at Austin,1396,30.282825,-97.738273
University of Texas at Dallas,67,32.984673,-96.749702
University of Texas at El Paso,497,31.77015,-106.504098
University of Texas at San Antonio,31,29.583709,-98.620657
University of Texas at Tyler,140,32.315772,-95.254337
University of the Incarnate Word,52,29.46708,-98.46583
Wayland Baptist University,51,34.187677,-101.730042
West Texas A&M University,215,34.982789,-101.914736
Brigham Young University,2106,40.250851,-111.649281
Dixie State University,145,37.102769,-113.565903
Salt Lake Community College,186,40.671575,-111.942809
Snow College,13,39.360177,-111.58296
Southern Utah University,52,37.674617,-113.070146
University of Utah,972,40.762484,-111.846044
Utah State University,828,41.740748,-111.81391
Utah Valley University,452,40.281078,-111.716456
Weber State University,150,41.192591,-111.944845
Westminster College,22,40.730779,-111.855757
Bennington College,3,42.919547,-73.237799
Castleton University,2,43.608397,-73.180842
Champlain College,5,44.473287,-73.202746
Landmark College,3,42.977172,-72.512549
Middlebury College,4,44.009117,-73.176068
Northern Vermont University-Johnson,0,44.641736,-72.671154
Northern Vermont University-Lyndon,0,44.534525,-72.024955
Norwich University,6,44.140237,-72.659783
Saint Michael's College,1,44.494558,-73.167069
University of Vermont,17,44.477325,-73.196646
Vermont Technical College,1,43.939623,-72.604498
University of the Virgin Islands,3,18.344193,-64.972866
Averett University,51,36.577287,-79.413203
Bluefield College,70,37.244557,-81.246233
Bridgewater College,41,38.378484,-78.969007
Christopher Newport University,76,37.062495,-76.494364
Danville Community College,7,36.565286,-79.408803
Eastern Mennonite University,19,38.471134,-78.880326
Eastern Virginia Medical School,43,36.861232,-76.300694
Emory & Henry College,14,36.772857,-81.829142
Ferrum College,43,36.926912,-80.021639
George Mason University,98,38.829976,-77.307428
Hampden-Sydney College,91,37.240615,-78.464216
Hampton University,9,37.019944,-76.339161
Hollins University,3,37.354201,-79.943277
James Madison University,1591,38.436311,-78.870484
Liberty University,622,37.350232,-79.18222
Longwood University,104,37.301137,-78.39575
Mary Baldwin University,7,38.153884,-79.069273
Marymount University,23,38.905562,-77.128785
Norfolk State University,18,36.848429,-76.261375
Old Dominion University,142,36.886418,-76.30666
Radford University,489,37.136907,-80.549728
Randolph College,1,37.437315,-79.171887
Randolph-Macon College,36,37.76043,-77.478416
Roanoke College,69,37.294861,-80.055467
Shenandoah University,31,39.167355,-78.157433
Southern Virginia University,2,37.740368,-79.35037
Sweet Briar College,9,37.556725,-79.081014
University of Lynchburg,122,37.399774,-79.181653
University of Mary Washington,20,38.302492,-77.476055
University of Richmond,25,37.577393,-77.538806
University of Virginia,1043,38.035665,-78.503428
University of Virginia's College at Wise,15,36.970602,-82.559656
Virginia Commonwealth University,330,37.54962,-77.452697
Virginia Highlands Community College,4,36.698866,-82.001118
Virginia Military Institute,108,37.7896,-79.437067
Virginia State University,4,37.234692,-77.419026
Virginia Tech,1310,37.229012,-80.423675
Virginia Union University,6,37.562405,-77.450903
Virginia Wesleyan University,20,36.868417,-76.18606
Washington and Lee University,77,37.788939,-79.443018
William & Mary,17,37.269489,-76.708214
American University,30,38.936005,-77.088875
Catholic University of America,207,38.933651,-76.997909
Gallaudet University,1,38.907371,-76.993675
George Washington University,60,38.89923,-77.048363
Georgetown University,164,38.908809,-77.073463
Howard University,20,38.922392,-77.018966
Trinity Washington University,0,38.927398,-77.004261
University of the District of Columbia,3,38.943819,-77.066247
Bellevue College,0,47.584014,-122.150118
Bellingham Technical College,0,48.766189,-122.51216
Cascadia College,0,47.760915,-122.191572
Central Washington University,129,47.002687,-120.538368
Centralia College,6,46.715017,-122.960591
Clark College,1,45.636133,-122.651257
Clover Park Technical College,7,47.176084,-122.497873
Columbia Basin College,7,46.25216,-119.12103
Eastern Washington University,178,47.490667,-117.583808
Edmonds College,9,47.816376,-122.327598
Everett Community College,6,48.006626,-122.204736
Evergreen State College,0,47.07382,-122.977492
Gonzaga University,99,47.666531,-117.400625
Grays Harbor College,2,46.953881,-123.803068
Green River College,3,47.313648,-122.175819
Highline College,2,47.388231,-122.303064
Lake Washington Institute of Technology,1,47.705077,-122.167131
Lower Columbia College,1,46.14214,-122.935928
North Seattle College,2,47.698408,-122.333584
Northwest Indian College,2,48.794131,-122.614656
Olympic College,1,47.574769,-122.635113
Pacific Lutheran University,6,47.14516,-122.440421
Peninsula College,0,48.101295,-123.412865
Pierce College Fort Steilacoom,1,47.172082,-122.570935
Renton Technical College,3,47.489206,-122.176303
Saint Martin's University,1,47.041068,-122.816354
Seattle Central College,3,47.616748,-122.321231
Seattle Pacific University,6,47.650214,-122.361667
Seattle University,28,47.608859,-122.318851
Skagit Valley College,1,48.437194,-122.30894
South Seattle College,2,47.5475,-122.352672
Spokane Community College,17,47.674034,-117.360065
Spokane Falls Community College,6,47.676741,-117.463538
Tacoma Community College,1,47.244622,-122.524793
University of Puget Sound,19,47.26308,-122.478982
University of Washington,654,47.65538,-122.30514
University of Washington Bothell,8,47.759773,-122.191293
University of Washington Tacoma,14,47.244594,-122.438541
Walla Walla Community College,2,46.078557000000004,-118.276505
Washington State University,1349,46.730448,-117.158168
Wenatchee Valley College,2,47.431234,-120.337198
Western Washington University,6,48.737812,-122.485734
Whatcom Community College,7,48.7939,-122.493253
Whitman College,2,46.069815,-118.331546
Whitworth University,39,47.753358,-117.416714
Yakima Valley College,8,46.586098,-120.528525
Alderson Broaddus University,27,39.158067,-80.047728
Bethany College,4,40.205819,-80.560056
Bluefield State College,11,37.265732,-81.239037
Concord University,29,37.423723,-81.006696
Davis & Elkins College,7,38.931232,-79.846022
Fairmont State University,38,39.483079,-80.162433
Glenville State College,29,38.93547,-80.834295
Marshall University,128,38.422482,-82.428964
Ohio Valley University,,39.312447,-81.537808
Potomac State College of West Virginia University,2,39.438323,-78.981441
Salem University,6,39.288632,-80.571767
Shepherd University,29,39.433071,-77.804101
University of Charleston,32,38.333367,-81.616244
West Liberty University,32,40.164417,-80.602256
West Virginia School of Osteopathic Medicine,,37.804273,-80.43782
West Virginia State University,40,38.380541,-81.765034
West Virginia University,669,39.634371,-79.954391
West Virginia University Institute of Technology,2,37.775924,-81.184072
West Virginia University at Parkersburg,2,39.216379,-81.506192
West Virginia Wesleyan College,1,38.990661,-80.218969
Wheeling University,3,40.070873,-80.690804
Alverno College,19,42.982842,-87.965174
Beloit College,27,42.504022,-89.029285
Carroll University,87,43.004527,-88.228114
Carthage College,55,42.622969,-87.820924
Concordia University Wisconsin,25,43.253387,-87.91552
Edgewood College,74,43.057059,-89.422884
Lakeland University,23,43.841573,-87.883414
Lawrence University,17,44.261323,-88.397822
Madison Area Technical College,0,43.12183,-89.327921
Maranatha Baptist University,1,43.195013,-88.737016
Marian University,38,43.777411,-88.420638
Marquette University,495,43.03903,-87.927961
Milwaukee School of Engineering,41,43.045364,-87.907691
Mount Mary University,12,43.072507,-88.030732
Northland College,5,46.579087,-90.87476
Ripon College,12,43.844135,-88.842333
Saint Norbert College,184,44.44483,-88.067812
University of Wisconsin-Eau Claire,520,44.798284,-91.501906
University of Wisconsin-Green Bay,122,44.532298,-87.919973
University of Wisconsin-La Crosse,379,43.81568,-91.23186
University of Wisconsin-Madison,3258,43.075409,-89.404098
University of Wisconsin-Milwaukee,613,43.076848,-87.880488
University of Wisconsin-Oshkosh,863,44.026206,-88.549369
University of Wisconsin-Parkside,67,42.647718,-87.855231
University of Wisconsin-Platteville,279,42.733451,-90.48622
University of Wisconsin-River Falls,203,44.8534,-92.622641
University of Wisconsin-Stevens Point,317,44.529582,-89.570934
University of Wisconsin-Stout,127,44.873187,-91.926653
University of Wisconsin-Superior,10,46.717629,-92.091007
University of Wisconsin-Whitewater,449,42.835563,-88.742368
Viterbo University,182,43.803133,-91.244297
Wisconsin Lutheran College,22,43.036943,-88.022718
Casper College,142,42.832788,-106.326712
Eastern Wyoming College,5,42.079354,-104.190823
University of Wyoming,678,41.311773,-105.57931
Western Wyoming Community College,3,41.590964,-109.237126
